STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE 
56,BBH            ,1,1,1,00090,0,04,033,0,'WYO 338                 ',,'I-90              ','MONTANA LINE - SHERIDAN  ',99.99,33.039,1,0000000I90,1,44500000,106574200,2,3,01,01,11,1960,2,2,3700,2010,6,11.6,1,38,0,1,1,1,1,4,N,0,0,A,1,1,2,02,0,00,3,0,11.6,22.9,57,0.5,0.5,11.6,12.5,99.99,H,4.93,H,3.4,0,3,5,5,N,N,1,51.3,1,30.6,5,6,7,5,N,8,38,1,57,1211,24,N  ,N  ,N  ,,,,109,1,115,2011,,,,1,R,1,,1,0,0,1,0,0,0,17,1,,Y,N,4828,2030,,N,7/11/2012,F,A ,,L010,I901112,0,14,14,,,1,,80.8,1
56,BBI            ,1,1,1,00090,0,04,033,0,'WYO 338                 ',,'I-90              ','MONTANA LINE - SHERIDAN  ',99.99,33.039,1,0000000I90,1,44500000,106574200,2,3,01,01,11,1960,2,2,3800,2010,6,11.6,1,38,0,0,0,1,1,4,N,0,0,A,1,1,2,02,0,00,3,0,11.6,22.9,57,0.5,0.5,11.6,12.5,99.99,H,4.93,H,3.2,0,5,7,5,N,N,1,51.3,1,30.6,5,6,6,5,N,8,,,,1211,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,0,0,0,10,1,,Y,N,4836,2030,,N,7/11/2012,F,Z ,,L010,I901112,0,14,17,,,0,,83.8,0
56,BBJ            ,1,1,1,00090,0,04,033,0,'GOOSE CREEK             ',,'I-90              ','MONTANA LINE - SHERIDAN  ',99.99,33.135,1,0000000I90,1,44500000,106574200,2,3,01,01,11,1960,2,0,3700,2010,6,11.6,1,0,0,0,1,1,1,4,0,0,0,A,1,5,4,02,0,00,3,0,11.6,19.8,52.7,0.5,0.5,11.6,14.3,99.99,N,0,N,0,0,5,6,7,7,N,1,61.2,1,36,6,6,N,5,8,8,,,,1211,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,0,0,0,17,1,,Y,8,4828,2030,,N,3/12/2012,B,Z ,,L010,I901112,0,14,17,,,0,,96.7,0
56,BBK            ,1,1,1,00090,0,04,033,0,'GOOSE CREEK             ',,'I-90              ','MONTANA LINE - SHERIDAN  ',99.99,33.135,1,0000000I90,1,44500000,106574200,2,3,01,01,11,1960,2,0,3800,2010,6,12.8,1,0,0,0,0,1,1,4,0,0,0,A,1,5,4,02,0,00,3,0,12.8,19.8,52.7,0.5,0.5,12.8,13,99.99,N,0,N,0,0,4,6,7,7,N,1,53.1,1,31.5,6,8,N,5,8,8,,,,1211,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,0,0,0,10,1,,Y,8,4836,2030,,N,3/12/2012,B,A ,,L010,I901112,0,14,14,,,1,,93.4,1
56,BBL            ,1,1,1,00090,0,04,033,0,'MAIN STREET INT         ',,'I-90              ','SHERIDAN                 ',99.99,33.667,1,0000000I90,1,44495400,106572400,0,3,01,01,11,1960,2,4,3700,2010,6,11.6,1,35,0,1,1,1,1,4,N,0,0,A,6,1,2,02,0,00,4,0,11.6,15.5,58.2,0.5,0.5,11.6,13,99.99,H,4.9,H,3.4,2.2,4,7,7,N,N,1,61.2,1,36.9,7,6,5,5,N,8,,,,1211,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,0,0,0,17,1,,Y,N,4828,2030,,N,3/12/2012,B,A ,,0440,0901079,1,14,17,,,1,,94,1
56,BBM            ,1,1,1,00090,0,04,033,0,'MAIN STREET INT         ',,'I-90              ','SHERIDAN                 ',99.99,33.667,1,0000000I90,1,44495400,106572400,0,3,01,01,11,1960,2,4,3800,2010,6,11.6,1,35,0,1,1,1,1,4,N,0,0,A,6,1,2,02,0,00,4,0,11.6,15.5,58.2,0.5,0.5,11.6,13,99.99,H,4.88,H,3.4,2.2,3,6,7,N,N,1,61.2,1,36.9,6,6,5,5,N,8,,,,1211,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,0,0,0,10,1,,Y,N,4836,2030,,N,3/12/2012,B,A ,,,,,,,,,1,,92,1
56,BBN            ,1,1,1,00090,0,04,033,0,'BNRR & COUNTY RD SEP    ',,'I-90              ','SHERIDAN                 ',99.99,33.956,1,0000000I90,1,44494200,106571200,0,3,01,01,11,1962,2,2,3880,2010,6,12.8,1,45,0,0,0,1,1,4,N,0,0,A,1,4,4,02,0,00,4,0,12.8,25.3,94.8,0.5,0.5,12.8,13.7,99.99,R,8.25,R,6.4,0,4,6,7,N,N,1,54.9,1,33.3,6,8,9,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,6,0,0,19,1,,Y,N,5269,2030,,N,3/12/2012,B,A ,,,,,,,,,1,,94,1
56,BBO            ,1,1,1,00090,0,04,033,0,'BNRR & COUNTY RD SEP    ',,'I-90              ','SHERIDAN                 ',99.99,33.956,1,0000000I90,1,44494200,106571200,2,3,01,01,11,1962,2,2,3850,2010,6,9.1,1,45,0,0,0,1,1,4,N,0,0,A,1,4,4,02,0,00,4,0,9.1,25.3,94.8,0.5,0.5,9.1,10.6,99.99,R,8.25,R,6.4,0,5,6,7,N,N,1,58.5,1,35.1,6,4,9,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,6,0,0,14,1,,Y,N,5223,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,78.5,0
56,BBP            ,1,1,1,00090,0,04,033,0,'COUNTY RD SEP           ',,'I-90              ','SHERIDAN                 ',99.99,35.356,1,0000000I90,1,44491800,106562400,2,3,01,01,11,1961,2,2,3880,2010,6,11.6,1,0,0,0,0,1,1,4,N,0,0,A,1,1,2,01,0,00,3,0,11.6,10.7,28.7,0.5,0.5,11.6,13,99.99,H,4.55,H,1.5,0,6,6,7,N,N,1,57.6,1,34.2,6,6,4,5,N,8,,,,1211,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,6,0,0,19,1,,Y,N,5269,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,94.6,0
56,BBQ            ,1,1,1,00090,0,04,033,0,'COUNTY RD SEP           ',,'I-90              ','SHERIDAN                 ',99.99,35.356,1,0000000I90,1,44491800,106562400,2,3,01,01,11,1961,2,2,3850,2010,6,11.6,1,0,0,0,0,1,1,4,N,0,0,A,1,1,2,01,0,00,3,0,11.6,10.7,28.7,0.5,0.5,11.6,13,99.99,H,4.55,H,1.5,0,5,6,7,N,N,1,57.6,1,34.2,6,6,4,5,N,8,,,,1211,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,6,0,0,14,1,,Y,N,5223,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,93.6,0
56,BBT            ,1,1,1,00090,0,04,033,0,'COUNTY RD SEP           ',,'I-90              ','SHERIDAN                 ',99.99,37.883,1,0000000I90,1,44475400,106560600,1,3,01,01,11,1961,2,2,5290,2010,6,11.5,1,0,0,1,1,1,1,4,N,0,0,A,1,1,2,01,0,00,3,0,12,10.6,28.7,0.4,0.4,11.6,13,99.99,H,4.39,H,4.3,4.3,6,7,7,N,N,1,56.7,1,33.3,7,6,5,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,6,0,0,15,1,,Y,N,6503,2030,,N,3/12/2012,B,L*,,3200,0901092,2,12,12,,,0,,96.8,0
56,BBU            ,1,1,1,00090,0,04,033,0,'COUNTY RD SEP           ',,'I-90              ','SHERIDAN                 ',99.99,37.883,1,0000000I90,1,44475400,106560600,1,3,01,01,11,1961,2,2,4619,2010,6,11.5,1,0,0,1,1,1,1,4,N,0,0,A,1,1,2,01,0,00,3,0,12,10.6,28.7,0.4,0.4,11.6,13,99.99,H,4.39,H,4.3,0,6,7,7,N,N,1,56.7,1,33.3,7,6,5,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,6,0,0,14,1,,Y,N,6148,2030,,N,3/12/2012,B,L*,,3200,0901092,2,12,12,,,0,,96.8,0
56,BBV            ,1,1,1,00090,0,04,033,0,'BNRR                    ',,'I-90              ','SHERIDAN                 ',99.99,38.189,1,0000000I90,1,44474800,106560600,1,3,01,01,11,1962,2,0,5290,2010,6,11.5,1,20,0,1,1,1,1,4,N,0,0,A,1,2,4,02,0,00,3,0,12,16.7,44.8,0.4,0.4,11.6,13,99.99,R,8,R,3.7,0,6,7,7,N,N,1,59.4,1,35.1,7,6,5,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,6,0,0,15,1,,Y,N,6503,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,96.8,0
56,BBW            ,1,1,1,00090,0,04,033,0,'BNRR                    ',,'I-90              ','SHERIDAN                 ',99.99,38.189,1,0000000I90,1,44474800,106560600,1,3,01,01,11,1962,2,0,4619,2010,6,11.5,1,20,0,1,1,1,1,4,N,0,0,A,1,2,4,02,0,00,3,0,12,16.7,44.8,0.4,0.4,11.6,13,99.99,R,7.37,R,3.7,0,6,7,7,N,N,1,59.4,1,35.1,7,6,5,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,6,0,0,14,1,,Y,N,6148,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,96.8,0
56,BBX            ,1,1,1,00090,0,04,033,0,'MACHINERY PASS SEP      ',,'I-90              ','SHERIDAN                 ',99.99,39.444,1,0000000I90,1,44471200,106560600,1,3,01,01,11,1961,2,0,5290,2010,6,11.5,1,0,0,1,1,1,1,4,N,0,0,A,1,0,2,01,0,00,3,0,12,7.6,20.7,0.4,0.4,11.6,13,99.99,N,0,N,0,0,6,7,7,N,N,1,48.6,1,28.8,7,6,N,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,6,0,0,15,1,,Y,N,6503,2030,,N,3/12/2012,B,L*,,3200,0901092,2,12,12,,,0,,95.5,0
56,BBY            ,1,1,1,00090,0,04,033,0,'MACHINERY PASS SEP      ',,'I-90              ','SHERIDAN                 ',99.99,39.444,1,0000000I90,1,44471200,106560600,1,3,01,01,11,1961,2,0,4619,2010,6,11.5,1,0,0,1,1,1,1,4,N,0,0,A,1,0,2,01,0,00,3,0,12,7.6,20.7,0.4,0.4,11.6,13,99.99,N,0,N,0,0,6,7,7,N,N,1,48.6,1,28.8,7,6,N,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,6,0,0,14,1,,Y,N,6148,2030,,N,3/12/2012,B,L*,,3200,0901092,2,12,12,,,0,,95.6,0
56,BBZ            ,1,1,1,00090,0,04,033,0,'US 14 INT               ',,'I-90              ','SHERIDAN                 ',99.99,40.715,1,0000000I90,1,44462400,106560600,0,3,01,01,11,1965,2,2,3530,2010,6,11.6,1,0,0,1,1,1,1,4,N,0,0,A,6,1,2,01,0,00,3,0,11.6,20.4,44.5,0,0,11.6,12.5,99.99,H,5.11,H,1.4,0,6,7,7,N,N,1,55.8,1,33.3,7,6,3,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,3,0,0,19,1,,Y,N,4959,2030,,N,3/12/2012,B,L*,,3200,0901092,2,12,12,,,2,,94,2
56,BCA            ,1,1,1,00090,0,04,033,0,'US 14 INT               ',,'I-90              ','SHERIDAN                 ',99.99,40.715,1,0000000I90,1,44462400,106560600,0,3,01,01,11,1965,2,2,3400,2010,6,11.6,1,0,0,1,1,1,1,4,N,0,0,A,6,1,1,01,0,00,3,0,11.6,20.4,44.5,0,0,11.6,12.5,99.99,H,5.11,H,1.5,0,4,7,7,N,N,1,55.8,1,33.3,7,6,4,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,3,0,0,18,1,,Y,N,4812,2030,,N,3/12/2012,B,L*,,3200,0901092,2,12,12,,,1,,93,1
56,BCB            ,1,1,1,00090,0,04,033,0,'MEADE CREEK             ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,53.075,1,0000000I90,1,44402400,106531800,2,3,01,01,01,1966,2,0,3530,2010,6,14,1,0,0,N,N,1,1,5,0,0,0,A,1,5,2,19,0,00,3,0,14,2.7,8.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,8,1,62.1,1,32.4,8,N,N,5,8,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,2,,1,0,0,1,N,N,N,19,1,,Y,8,4959,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,*,97.7,0
56,BCC            ,1,1,1,00090,0,04,033,0,'MEADE CREEK             ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,53.075,1,0000000I90,1,44402400,106531800,2,3,01,01,01,1966,2,0,3400,2010,6,14,1,0,0,N,N,1,1,5,0,0,0,A,1,5,2,19,0,00,3,0,14,2.7,8.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,8,1,62.1,1,32.4,8,N,N,5,8,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,2,,1,0,0,1,N,N,N,19,1,,Y,8,4812,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,*,97.7,0
56,BCD            ,1,1,1,00090,0,04,033,0,'MEADE ROAD INT          ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,54.072,1,0000000I90,1,44400000,106520600,0,3,01,01,01,1968,2,2,3447,2010,6,11.6,1,20,0,1,1,1,1,4,N,0,0,A,6,1,2,04,0,00,3,0,11.6,13.4,31.7,0,0,11.6,12.4,99.99,H,4.47,H,2.1,0,6,4,7,N,N,1,51.3,1,30.6,4,6,4,5,N,8,35,1,31.7,110,24,N  ,N  ,N  ,,,,5,1,8,2011,,,,1,R,1,,1,0,0,1,3,2,0,18,1,,Y,N,4861,2030,,N,7/11/2012,F,A ,,Q010,0901100,0,14,04,,,1,,68.2,1
56,BCE            ,1,1,1,00090,0,04,033,0,'MEADE ROAD              ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,54.072,1,0000000I90,1,44400000,106520600,0,3,01,01,01,1968,2,2,3337,2010,6,11.6,1,20,0,1,1,1,1,4,N,0,0,A,6,1,2,04,0,00,3,0,11.6,13.4,31.7,0,0,11.6,12.4,99.99,H,4.47,H,2.1,0,7,7,7,N,N,1,51.3,1,30.6,7,6,4,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,3,2,0,19,1,,Y,N,4751,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,95.2,0
56,BCF            ,1,1,1,00090,0,04,033,0,'POMPEY CREEK RD SEP     ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,58.096,1,0000000I90,1,44380000,106513000,2,3,01,01,01,1968,2,0,3447,2010,6,11.6,1,0,0,1,1,1,1,4,N,0,0,A,1,0,2,04,0,00,3,0,11.6,17.1,42.1,0,0,11.6,12.4,99.99,N,0,N,0,0,6,7,7,N,N,1,56.7,1,34.2,7,6,N,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,3,2,0,18,1,,Y,N,4861,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,97.7,0
56,BCG            ,1,1,1,00090,0,04,033,0,'POMPEY CREEK RD SEP     ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,58.096,1,0000000I90,1,44380000,106513000,2,3,01,01,01,1968,2,0,3337,2010,6,11.6,1,0,0,1,1,1,1,4,N,0,0,A,1,0,2,04,0,00,3,0,11.6,17.1,42.1,0,0,11.6,12.4,99.99,N,0,N,0,0,7,7,7,N,N,1,56.7,1,34.2,7,6,N,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,3,2,0,19,1,,Y,N,4751,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,97.7,0
56,BCH            ,1,1,1,00090,0,04,033,0,'MACHINERY PASS          ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,58.482,1,0000000I90,1,44373600,106511800,2,3,01,01,01,1968,2,0,3447,2010,6,11.6,1,0,0,1,1,1,1,4,N,0,0,A,1,0,2,04,0,00,3,0,11.6,8.8,21.9,0,0,11.6,12.4,99.99,N,0,N,0,0,7,7,7,N,N,1,46.8,1,27.9,7,6,N,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,3,2,0,18,1,,Y,N,4861,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,94.6,0
56,BCI            ,1,1,1,00090,0,04,033,0,'MACHINERY PASS          ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,58.482,1,0000000I90,1,44373600,106511800,2,3,01,01,01,1968,2,0,3337,2010,6,11.6,1,0,0,1,1,1,1,4,N,0,0,A,1,0,2,04,0,00,3,0,11.6,8.8,21.9,0,0,11.6,12.4,99.99,N,0,N,0,0,6,7,7,N,N,1,46.8,1,27.9,7,6,N,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,3,2,0,19,1,,Y,N,4751,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,94.6,0
56,BCJ            ,1,1,1,00090,0,04,033,0,'PRAIRIE DOG CO.RD. INT  ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,59.802,1,0000000I90,1,44370600,106504800,2,3,01,01,01,1968,2,2,3387,2010,6,11.6,0,20,0,1,1,1,1,4,N,0,0,A,6,1,2,04,0,00,3,0,11.6,17.1,42.1,0,0,11.6,12.4,99.99,H,4.6,H,3,0,6,7,7,N,N,1,55.8,1,33.3,7,6,6,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,3,2,0,19,1,,Y,N,4823,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,97.7,0
56,BCK            ,1,1,1,00090,0,04,033,0,'PRAIRIE DOG CO.RD. INT  ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,59.802,1,0000000I90,1,44370600,106504800,2,3,01,01,01,1968,2,2,4000,2010,6,11.6,0,20,0,1,1,1,1,4,N,0,0,A,6,1,2,04,0,00,3,0,11.6,17.1,42.1,0,0,11.6,12.4,99.99,H,4.6,H,3,0,7,7,7,N,N,1,55.8,1,33.3,7,6,6,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,3,2,0,16,1,,Y,N,5066,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,97.6,0
56,BCL            ,1,1,1,00090,0,04,033,0,'MACHINERY PASS          ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,60.445,1,0000000I90,1,44365400,106505400,2,3,01,01,01,1968,2,0,3387,2010,6,13.4,1,0,0,1,1,1,1,4,N,0,0,A,1,0,2,04,0,00,3,0,13.4,9.4,23.2,0,0,13.4,14.4,99.99,N,0,N,0,0,7,7,7,N,N,1,46.8,1,27.9,7,9,N,5,N,8,,,,111,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,3,2,0,19,1,,Y,N,4823,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,94.6,0
56,BCM            ,1,1,1,00090,0,04,033,0,'MACHINERY PASS          ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,60.445,1,0000000I90,1,44365400,106505400,2,3,01,01,01,1968,2,0,4000,2010,6,11.6,1,0,0,1,1,1,1,4,N,0,0,A,1,0,2,04,0,00,3,0,11.6,9.4,23.2,0,0,11.6,12.4,99.99,N,0,N,0,0,6,7,7,N,N,1,46.8,1,27.9,7,6,N,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,3,2,0,16,1,,Y,N,5066,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,94.5,0
56,BCN            ,1,1,1,00090,0,04,019,0,'PINEY CREEK             ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,71.002,1,0000000I90,1,44315400,106483000,1,3,01,01,01,1966,2,0,3387,2010,6,12.1,1,30,0,1,0,1,1,4,0,0,0,A,1,5,4,02,0,00,3,0,12.2,22.8,60,0.4,0.4,12.2,13,99.99,N,0,N,0,0,4,6,7,8,N,1,49.5,1,29.7,6,7,N,5,8,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,1991,1,3,0,0,17,1,,Y,8,4816,2030,,N,3/12/2012,B,A ,,L010,0901102,0,14,17,,,1,,93.4,1
56,BCO            ,1,1,1,00090,0,04,019,0,'PINEY CREEK             ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,71.002,1,0000000I90,1,44315400,106483000,1,3,01,01,01,1966,2,0,4000,2010,6,12.1,1,30,0,1,1,1,1,4,0,0,0,A,1,5,4,02,0,00,3,0,12.2,22.8,60,0.4,0.4,12.2,13,99.99,N,0,N,0,0,5,6,7,8,N,1,49.5,1,29.7,6,7,N,5,8,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,1991,1,3,0,0,16,1,,Y,8,5043,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,95.4,0
56,BCP            ,1,1,1,00090,0,04,019,0,'LAKE DESMET DITCH       ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,71.63,1,0000000I90,1,44313600,106482400,1,3,01,01,01,1966,2,0,3387,2010,6,11.5,1,15,0,1,1,1,1,4,0,0,0,A,1,5,4,02,0,00,3,0,11.6,15.5,40.5,0,0,11.6,12.3,99.99,N,0,N,0,0,6,6,7,7,N,1,51.3,1,30.6,6,6,N,5,8,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,0,1,3,0,0,17,1,,Y,8,4816,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,97.1,0
56,BCQ            ,1,1,1,00090,0,04,019,0,'LAKE DESMET DITCH       ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,71.63,1,0000000I90,1,44313600,106482400,1,3,01,01,01,1966,2,0,4000,2010,6,11.5,1,15,0,1,1,1,1,4,0,0,0,A,1,5,4,02,0,00,3,0,11.6,15.5,40.5,0,0,11.6,12.3,99.99,N,0,N,0,0,5,7,7,7,N,1,51.3,1,30.6,7,6,N,5,8,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,L,1,,1,0,0,1,3,0,0,16,1,,Y,8,5043,2030,,N,3/12/2012,B,Z ,,,,,,,,,0,,96,0
56,BCR            ,1,1,1,00090,0,04,019,0,'US 87/SH-344            ',,'I-90              ','PINEY CREEK INTERCHANGE  ',99.99,71.92,1,0000000I90,1,44313000,106481800,0,3,01,01,01,1966,2,2,3558,2010,6,12.1,1,54,0,1,1,1,1,4,N,0,0,A,6,1,3,02,0,00,3,0,12.2,22.8,66.8,0.4,0.4,12.2,13,99.99,H,4.37,H,0.3,0,5,5,7,N,N,1,56.7,1,33.3,5,7,3,5,N,8,,,,110,24,N  ,N  ,N  ,,,,,,,,,,,1,R,1,,1,0,1991,1,3,0,0,17,1,,Y,N,4933,2030,,N,3/12/2012,B,A ,,,,,,,,,2,,82,2
56,BCS            ,1,1,1,00090,0,04,019,0,'US 87(PINEY CR. INT)    ',,'I-90              ','SHERIDAN - BUFFALO       ',99.99,71.92,1,0000000I90,1,44313000,106481800,0,3,01,01,01,1966,2,2,3538,2010,6,12.2,1,54,0,1,1,1,1,4,N,0,0,A,6,1,3,02,0,00,3,0,12.2,22.9,66.8,0,0,12.2,13,99.99,H,4.37,H,0.3,0,6,6,7,N,N,1,56.7,1,33.3,6,7,3,5,N,8,,,4.6,110,24,N  ,N  ,N  ,,,,0,0,0,2006,,,,1,L,1,,1,0,0,1,3,0,0,19,1,,Y,N,4833,2030,,N,3/12/2012,B,A ,,,,,,,,,2,,94,2
